query	database.subject	pid	aln.length	mismatches	gap.openings	query.start	query.end	subj.start	subj.end	e.value	bit.score	protein	species	length	subj.name	subj.gene.cluster	subj.gene.call	hit.id
SYV94409.1	c_000000001386	33.333	102	53	4	247	343	119	210	4.6	28.9	PlpA	Mycoplasma.gallisepticum	878	REF_Ureaplasma_urealyticum	GC_00000293	494	461
SYV94409.1	c_000000000929	22.667	75	58	0	377	451	139	213	9.1	27.7	PlpA	Mycoplasma.gallisepticum	878	REF_Ureaplasma_urealyticum	GC_00000048	360	462
SYV94409.1	c_000000003863	26.49	151	65	5	497	603	87	235	9.2	27.7	PlpA	Mycoplasma.gallisepticum	878	REF_Mycoplasma_penetrans	GC_00004082	158	463
WP_011949770.1	c_000000006442	38.182	55	28	3	1	49	1	55	0.024	33.1	MAG_6130	Mycoplasmopsis.agalactiae	195	MAG03_Mycoplasma_sp	GC_00000172	26319	464
WP_011949770.1	c_000000004928	47.368	19	10	0	6	24	9	27	0.42	29.3	MAG_6130	Mycoplasmopsis.agalactiae	195	REF_Ureaplasma_diversum	GC_00004885	299	465
WP_011949770.1	c_000000002238	25.503	149	89	8	6	150	14	144	0.51	28.9	MAG_6130	Mycoplasmopsis.agalactiae	195	REF_Ureaplasma_urealyticum	GC_00000791	511	466
WP_011949770.1	c_000000003184	35.211	71	39	2	107	170	279	349	1	28.1	MAG_6130	Mycoplasmopsis.agalactiae	195	REF_Mycoplasma_mobile	GC_00004036	535	467
WP_011949770.1	c_000000000815	44.828	29	11	1	1	29	9	32	1.4	27.7	MAG_6130	Mycoplasmopsis.agalactiae	195	MAG03_Mycoplasma_sp	GC_00000196	26691	468
WP_011949770.1	c_000000007756	21.649	194	125	7	4	184	5	184	2.2	26.9	MAG_6130	Mycoplasmopsis.agalactiae	195	MAG03_Mycoplasma_sp	GC_00001337	26477	469
WP_011949770.1	c_000000000818	41.379	29	12	1	1	29	9	32	5.9	25.4	MAG_6130	Mycoplasmopsis.agalactiae	195	MAG03_Mycoplasma_sp	GC_00000196	26506	470
WP_011949770.1	c_000000005732	48.485	33	17	0	100	132	128	160	7	25.4	MAG_6130	Mycoplasmopsis.agalactiae	195	MAG05_Mycoplasma_sp	GC_00001280	36470	471
WP_011949770.1	c_000000004184	42	50	27	1	74	121	563	612	7.8	25.4	MAG_6130	Mycoplasmopsis.agalactiae	195	MAG04_Mycoplasma_sp	GC_00001039	39001	472
WP_011949770.1	c_000000003472	35.294	34	22	0	136	169	88	121	7.8	24.6	MAG_6130	Mycoplasmopsis.agalactiae	195	MAG04_Mycoplasma_sp	GC_00000045	38964	473
WP_011949770.1	c_000000003963	35	60	35	2	87	145	7954	8010	8	25.4	MAG_6130	Mycoplasmopsis.agalactiae	195	MAG05_Mycoplasma_sp	GC_00003803	36704	474
WP_011949770.1	c_000000002309	21.186	118	78	2	9	126	71	173	8.8	24.6	MAG_6130	Mycoplasmopsis.agalactiae	195	MAG03_Mycoplasma_sp	GC_00003127	26202	475
WP_161609385.1	c_000000003535	64.939	328	109	2	3	326	4	329	3.29e-159	446	PDHB	Mycoplasma.pneumoniae	335	MAG01_Mycoplasma_salmoninae	GC_00000228	40454	476
WP_161609385.1	c_000000003538	62.195	328	118	2	2	325	3	328	1.1e-153	432	PDHB	Mycoplasma.pneumoniae	335	REF_Mycoplasma_penetrans	GC_00000228	506	477
WP_161609385.1	c_000000003537	60.429	326	121	2	5	325	6	328	2.86e-149	421	PDHB	Mycoplasma.pneumoniae	335	REF_Mycoplasma_mobile	GC_00000228	601	478
WP_161609385.1	c_000000003536	59.816	326	125	2	5	326	6	329	3.66e-143	405	PDHB	Mycoplasma.pneumoniae	335	REF_Mycoplasma_iowae	GC_00000228	82	479
WP_161609385.1	c_000000000783	24.444	225	140	10	47	262	353	556	0.026	34.3	PDHB	Mycoplasma.pneumoniae	335	MAG02_Mycoplasma_sp	GC_00001378	35712	480
WP_161609385.1	c_000000002931	31.481	54	32	1	110	158	203	256	0.11	32.3	PDHB	Mycoplasma.pneumoniae	335	MAG04_Mycoplasma_sp	GC_00002745	39197	481
WP_161609385.1	c_000000003069	30.488	82	49	2	153	230	128	205	0.46	30	PDHB	Mycoplasma.pneumoniae	335	REF_Ureaplasma_urealyticum	GC_00001562	20	482
WP_161609385.1	c_000000006379	30.137	73	42	2	209	273	38	109	2.4	27.3	PDHB	Mycoplasma.pneumoniae	335	MAG01_Mycoplasma_salmoninae	GC_00001937	40402	483
WP_161609385.1	c_000000004180	24.138	87	57	4	160	242	273	354	3	27.7	PDHB	Mycoplasma.pneumoniae	335	MAG01_Mycoplasma_salmoninae	GC_00001609	40179	484
WP_161609385.1	c_000000005798	31.034	58	36	1	72	129	72	125	3.3	27.7	PDHB	Mycoplasma.pneumoniae	335	REF_Mycoplasma_mobile	GC_00005020	462	485
